web-scraper-order,web-scraper-start-url,City,Russian name,Federal subject
"1653020618-712","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Primorsko-Akhtarsk","Приморско-Ахтарск","Krasnodar Krai"
"1653020618-128","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Budyonnovsk","Будённовск","Stavropol Krai"
"1653020618-60","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Balakhna","Балахна","Nizhny Novgorod Oblast"
"1653020618-875","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sukhoy Log","Сухой Лог","Sverdlovsk Oblast"
"1653020618-540","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Murmansk","Мурманск","Murmansk Oblast"
"1653020618-246","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gusinoozyorsk","Гусиноозёрск","Republic of Buryatia"
"1653020618-608","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novoshakhtinsk","Новошахтинск","Rostov Oblast"
"1653020618-749","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ryazan","Рязань","Ryazan Oblast"
"1653020618-651","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Osinniki","Осинники","Kemerovo Oblast"
"1653020618-138","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chaplygin","Чаплыгин","Lipetsk Oblast"
"1653020618-843","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sosensky","Сосенский","Kaluga Oblast"
"1653020618-565","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nerchinsk","Нерчинск","Zabaykalsky Krai"
"1653020618-415","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Krymsk","Крымск","Krasnodar Krai"
"1653020618-353","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kogalym","Когалым","Khanty-Mansi Autonomous Okrug"
"1653020618-1024","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vyazma","Вязьма","Smolensk Oblast"
"1653020618-561","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Neftekumsk","Нефтекумск","Stavropol Krai"
"1653020618-1043","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yefremov","Ефремов","Tula Oblast"
"1653020618-634","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Okhansk","Оханск","Perm Krai"
"1653020618-579","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nizhnekamsk","Нижнекамск","Republic of Tatarstan"
"1653020618-399","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Krasnoslobodsk","Краснослободск","Republic of Mordovia"
"1653020618-234","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gryazi","Грязи","Lipetsk Oblast"
"1653020618-691","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Plavsk","Плавск","Tula Oblast"
"1653020618-588","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Noginsk","Ногинск","Moscow Oblast"
"1653020618-488","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Malgobek","Малгобек","Ingushetia"
"1653020618-682","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Petrovsk-Zabaykalsky","Петровск-Забайкальский","Zabaykalsky Krai"
"1653020618-572","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nevyansk","Невьянск","Sverdlovsk Oblast"
"1653020618-352","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kodinsk","Кодинск","Krasnoyarsk Krai"
"1653020618-483","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Makarov","Макаров","Sakhalin Oblast"
"1653020618-133","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Buy","Буй","Kostroma Oblast"
"1653020618-228","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gorodovikovsk","Городовиковск","Kalmykia"
"1653020618-595","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novoanninsky","Новоаннинский","Volgograd Oblast"
"1653020618-3","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Abdulino","Абдулино","Orenburg Oblast"
"1653020618-1032","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yadrin","Ядрин","Chuvash Republic"
"1653020618-1056","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yeysk","Ейск","Krasnodar Krai"
"1653020618-472","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Lyantor","Лянтор","Khanty-Mansi Autonomous Okrug"
"1653020618-447","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Langepas","Лангепас","Khanty-Mansi Autonomous Okrug"
"1653020618-995","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vichuga","Вичуга","Ivanovo Oblast"
"1653020618-694","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pochinok","Починок","Smolensk Oblast"
"1653020618-186","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Donetsk","Донецк","Rostov Oblast"
"1653020618-559","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Neftegorsk, Samara Oblast","Нефтегорск","Samara Oblast"
"1653020618-445","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Lakhdenpokhya","Лахденпохья","Karelia"
"1653020618-631","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ochyor","Очёр","Perm Krai"
"1653020618-130","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Buguruslan","Бугуруслан","Orenburg Oblast"
"1653020618-1105","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zlatoust","Златоуст","Chelyabinsk Oblast"
"1653020618-401","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Krasnoufimsk","Красноуфимск","Sverdlovsk Oblast"
"1653020618-773","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Semikarakorsk","Семикаракорск","Rostov Oblast"
"1653020618-605","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novopavlovsk","Новопавловск","Stavropol Krai"
"1653020618-102","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Blagodarny","Благодарный","Stavropol Krai"
"1653020618-940","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tver","Тверь","Tver Oblast"
"1653020618-947","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Udomlya","Удомля","Tver Oblast"
"1653020618-504","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Melenki","Меленки","Vladimir Oblast"
"1653020618-1036","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yanaul","Янаул","Republic of Bashkortostan"
"1653020618-655","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ostrovnoy","Островной","Murmansk Oblast"
"1653020618-219","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Georgiyevsk","Георгиевск","Stavropol Krai"
"1653020618-785","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Severobaykalsk","Северобайкальск","Republic of Buryatia"
"1653020618-972","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Uyar","Уяр","Krasnoyarsk Krai"
"1653020618-583","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nizhny Lomov","Нижний Ломов","Penza Oblast"
"1653020618-917","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Toguchin","Тогучин","Novosibirsk Oblast"
"1653020618-592","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novaya Lyalya","Новая Ляля","Sverdlovsk Oblast"
"1653020618-570","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nevelsk","Невельск","Sakhalin Oblast"
"1653020618-1021","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vuktyl","Вуктыл","Komi Republic"
"1653020618-577","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nikolsk","Никольск","Penza Oblast"
"1653020618-386","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kovrov","Ковров","Vladimir Oblast"
"1653020618-284","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kamensk-Uralsky","Каменск-Уральский","Sverdlovsk Oblast"
"1653020618-797","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shali","Шали","Chechen Republic"
